Sigla;Código;Município;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;Região
SP;3521507;Irapuã;6966,94656;5161,152313;7915,199314;7079,41731;6433,928946;5685,416023;5522,678247;5804,539829;6459,847327;5971,170957;6041,77215;6386,533736;SUDESTE
SP;3521606;Irapuru;3373,824599;3106,490469;3139,114047;3257,79353;3281,231899;3163,369264;3260,462425;4117,603849;3725,908315;3366,155277;3841,093901;4063,071506;SUDESTE
BA;2914406;Iraquara;988,3177767;1093,830347;1154,783979;1298,386824;1362,46812;1522,227453;1543,556615;1819,234858;2378,703992;2491,60195;2156,889445;1989,020484;NORDESTE
BA;2914505;Irará;1211,997823;1146,007044;1191,725868;1404,878467;1448,558207;1274,311303;1567,736028;1700,268478;2427,201336;2289,730539;2388,714889;2216,991685;NORDESTE
PR;4110706;Irati;4125,352497;4078,241072;3861,435346;4527,448813;5044,160617;5033,874831;4839,089873;5042,823344;5587,040684;5912,697022;5835,859826;5645,099598;SUL
SC;4207858;Irati;3182,224672;3964,04;4501,57876;4826,20366;5525,966961;5105,26499;5066,609303;4931,292091;6184,979999;6770,22334;6413,59249;5649,569561;SUL
CE;2306108;Irauçuba;1481,959416;1567,603841;1196,924401;1314,853852;1305,73232;1274,880202;1329,517743;1399,162375;1434,53791;1602,584995;1584,54508;1768,268894;NORDESTE
BA;2914604;Irecê;2208,897535;2404,972104;2139,888787;2636,01164;2649,768191;2699,861495;2841,389121;2786,432823;2823,317907;2893,61356;3069,722253;3359,444719;NORDESTE
PR;4110805;Iretama;2737,961077;3020,870029;2636,410969;3412,167113;3920,869986;4036,927932;4042,815107;4231,304217;3114,524253;3435,815062;3216,688175;3870,901626;SUL
SC;4207908;Irineópolis;4582,897827;5482,815618;5544,387866;6666,165812;8157,764005;8579,603162;7336,638045;6214,839047;6736,869726;8264,099255;8401,480137;8786,595259;SUL
PA;1503507;Irituia;1234,819405;1315,230036;1120,7083;1154,248577;1183,557377;1173,316547;1175,426796;1194,091691;1308,027522;1257,594844;1288,910169;1312,527248;NORTE
ES;3202652;Irupi;4192,869376;4774,974265;3745,859259;3838,064236;3399,601374;3922,633459;3992,363836;4414,154195;4627,904339;4413,377976;4024,878327;4014,988162;SUDESTE
PI;2204907;Isaías Coelho;1026,834219;1045,790228;1047,391956;1018,173371;1106,296384;1044,97463;1117,538511;1194,798732;1276,154281;1291,918867;1498,782258;1395,79553;NORDESTE
GO;5210307;Israelândia;2494,359243;2688,53485;3590,482908;4305,095517;4235,540529;4659,373955;4067,705463;4130,022734;4106,333138;3732,935693;3849,934458;3919,991146;CENTRO-OESTE
SC;4208005;Itá;7141,976094;7349,141009;5478,741124;6702,950946;10400,64994;11655,54479;9349,849022;7752,129214;12175,44608;14018,83336;13773,65666;13861,38283;SUL
RS;4310538;Itaara;5260,373606;5493,762367;4609,733367;4292,749121;4374,125627;3926,059383;3568,49835;3898,358449;4790,622218;4726,578286;4830,212965;5183,946429;SUL
PB;2506905;Itabaiana;1699,422355;1828,14622;1928,509074;1787,129635;1783,112093;1747,940628;1768,517083;1969,464324;2059,889998;2131,703606;2244,665507;2416,895279;NORDESTE
SE;2802908;Itabaiana;2815,238538;2746,965693;2987,204632;3052,067206;3025,733835;3039,795192;3162,164992;3400,695528;3773,240549;3770,982759;3710,95067;4230,018047;NORDESTE
SE;2803005;Itabaianinha;1755,017231;1797,311537;1785,069704;1767,841523;1842,88082;1822,603996;1947,879686;2084,757396;2186,988755;2166,794263;2262,235146;2397,181487;NORDESTE
BA;2914653;Itabela;1463,738072;1504,000288;2020,475566;2486,864942;2774,239797;2125,780704;2351,371828;2305,180338;2854,116555;2889,977072;3666,925127;3951,214682;NORDESTE
SP;3521705;Itaberá;3748,426021;3892,841881;4664,186121;5671,245606;5389,390489;5665,85773;5359,529649;4688,830407;6692,464261;8953,6288;8936,654354;7667,350828;SUDESTE
BA;2914703;Itaberaba;1719,60051;1685,746058;1785,967164;1856,309241;1826,310565;1815,201372;2057,893129;2094,477829;2408,756661;2397,55858;2685,39677;2754,773103;NORDESTE
GO;5210406;Itaberaí;3385,843768;3928,483147;4064,716818;5404,943642;5657,693621;5529,382979;5251,550376;5336,762264;5679,523872;6346,192;7530,821026;7479,478443;CENTRO-OESTE
SE;2803104;Itabi;1879,7388;1730,244965;1887,72832;2107,628516;2156,248953;2311,507167;2416,836624;2647,97378;2816,644616;2798,784966;2966,316116;2814,630746;NORDESTE
MG;3131703;Itabira;10357,64643;10899,82954;10750,91272;11858,65105;11741,56905;13835,06634;15319,14734;13412,07134;12951,27176;16075,46737;11165,89848;28611,91659;SUDESTE
MG;3131802;Itabirinha de Mantena;1831,082536;1956,888601;1831,517814;1985,883571;1996,45458;2209,028194;2366,396089;2608,483532;2200,60946;2371,1524;2290,926968;2420,701911;SUDESTE
MG;3131901;Itabirito;8093,273275;10520,5966;10350,473;10428,26685;10803,83041;12071,90875;11886,85538;10639,31529;10722,65059;12770,33014;10996,93085;17456,88962;SUDESTE
RJ;3301900;Itaboraí;4492,442646;4373,616274;4021,094256;4095,547154;3764,129852;3826,405883;3646,389046;3671,675001;3880,905162;3931,649007;3990,875035;4475,103276;SUDESTE
BA;2914802;Itabuna;4181,790707;4403,713681;3810,420606;4203,86851;4287,816045;4364,506072;4681,10304;4580,005348;4765,448306;4838,779543;5295,15032;5630,141224;NORDESTE
TO;1710508;Itacajá;1782,919161;2034,303509;2262,319686;2192,733323;2350,780519;2700,510932;2749,427782;2792,537419;3038,755668;3052,259358;3633,971188;3584,552681;NORTE
MG;3132008;Itacambira;2292,739931;2200,112539;2018,464941;1855,887743;2229,381808;2075,312694;2308,524257;2854,398422;1939,283404;2539,421053;2485,656371;3157,50519;SUDESTE
MG;3132107;Itacarambi;2628,737714;2548,904279;2250,050439;2416,532722;2187,363415;2186,592415;2220,660602;2191,712883;2440,245595;2625,128763;2693,68423;2755,453972;SUDESTE
BA;2914901;Itacaré;1437,108027;1536,096171;1292,067934;1697,446635;1562,596865;1592,769972;1824,590879;2071,870913;1687,00483;1634,764659;1826,624093;2055,868187;NORDESTE
AM;1301902;Itacoatiara;2588,593693;2195,545245;2095,003904;2141,465836;2077,877191;3202,526543;3406,762064;3900,122406;4541,364904;4822,802971;4968,597757;4910,58407;NORTE
PE;2607406;Itacuruba;2222,895188;2235,612783;3393,121677;3030,86121;2649,227034;2762,98739;2534,001277;2379,087937;2636,096569;2515,397279;2602,267782;2820,45436;NORDESTE
RS;4310553;Itacurubi;5138,485603;4732,207102;5905,830074;5562,254998;6572,066152;6250,124525;5347,175527;5144,329415;6368,903566;6971,250729;6670,353313;7659,345253;SUL
BA;2915007;Itaeté;1225,505145;1366,115479;1397,995067;1475,23005;1455,906646;1542,589998;1611,58645;1643,226042;1848,905136;1784,641006;1913,499281;1965,940076;NORDESTE
BA;2915106;Itagi;1149,419973;1253,853526;1304,470605;1467,233146;1350,945948;1372,095907;1512,559479;1514,552153;1643,982964;1574,822204;1798,044524;2114,742057;NORDESTE
BA;2915205;Itagibá;1789,690305;1907,050997;1752,342728;2107,683915;1997,390681;2165,413819;2050,498451;2186,227196;2223,744968;2824,511487;3274,292386;7973,960414;NORDESTE
BA;2915304;Itagimirim;2343,956902;2711,547854;2151,550557;2330,182234;2532,590637;2843,006199;3600,177639;2621,406693;2765,341995;2775,636653;2868,400609;3786,269606;NORDESTE
ES;3202702;Itaguaçu;5452,349743;6030,633544;5733,361764;3934,727241;4135,621366;3849,231715;4438,456884;4839,013715;6037,271486;4687,711759;4927,935387;4476,576416;SUDESTE
BA;2915353;Itaguaçu da Bahia;1071,574727;1391,062987;1200,050015;1250,929838;1267,043865;1492,245366;1661,144387;1858,072167;1358,45822;1483,497429;1811,333325;1840,119804;NORDESTE
RJ;3302007;Itaguaí;12902,64994;13374,78568;12625,43676;13479,69861;11003,66636;16102,09215;12960,59286;12007,85419;14662,07957;13037,2458;9809,28203;17526,14498;SUDESTE
PR;4110904;Itaguajé;3346,51592;4090,864402;2763,506972;3218,983574;3788,897504;3537,09818;3361,918628;3351,268718;3284,826206;3516,794184;4043,399143;4288,175961;SUL
MG;3132206;Itaguara;3033,201453;3040,73279;3112,164149;3282,718769;3697,607305;4478,245246;4456,263714;4549,010347;4777,217721;5291,780431;4225,21383;4242,63526;SUDESTE
GO;5210562;Itaguari;2102,3161;2419,339157;2478,565758;2839,395486;3068,876127;2950,469737;2802,757358;2877,069915;3335,132685;3627,763028;4127,084198;4137,095903;CENTRO-OESTE
GO;5210604;Itaguaru;2812,411963;3952,093047;3185,701307;3785,526428;3546,341014;3268,064026;3274,280451;3612,40186;3541,973366;3630,952702;4977,856608;5465,777123;CENTRO-OESTE
TO;1710706;Itaguatins;1276,666262;1261,718532;1677,105087;1819,087889;2061,741452;2012,518588;2020,219429;2107,888253;2571,441317;2544,45607;2479,206631;2796,446814;NORTE
SP;3521804;Itaí;7379,42642;6142,922755;6026,700041;6935,010537;7495,322397;7442,979369;5919,643917;6532,038704;8318,594705;7391,829423;6881,871376;7541,32686;SUDESTE
PE;2607505;Itaíba;1527,443351;1734,161347;1440,435269;1444,934423;1583,769196;1645,300812;1805,627833;2050,450976;2339,245979;2575,240416;2676,468388;2910,533502;NORDESTE
CE;2306207;Itaiçaba;1809,183603;1780,27309;2136,279308;2222,262545;2180,691103;2263,577066;2348,007363;2562,402844;2368,345406;1806,691761;1693,773339;2145,32526;NORDESTE
PI;2205003;Itainópolis;1245,653324;1370,337561;1223,555657;1250,853312;1369,492345;1219,274816;1364,233833;1561,550003;1378,256689;1431,617599;1668,397142;1678,03353;NORDESTE
SC;4208104;Itaiópolis;4242,583845;5259,413838;5626,863875;5606,992888;6585,145829;6649,073852;6373,517941;6314,117417;6635,174151;7231,123193;7923,176698;8479,53947;SUL
MA;2105351;Itaipava do Grajaú;1036,228108;1485,569557;1145,029423;1152,887178;1403,754554;1439,54373;1254,597527;1206,081108;1164,965146;1329,622735;1540,898057;1388,185328;NORDESTE
MG;3132305;Itaipé;1600,709509;1890,097037;1419,081404;1889,525716;2090,450273;2045,279582;1980,489736;2391,381685;2010,577796;2096,192889;2123,384276;2248,492203;SUDESTE
PR;4110953;Itaipulândia;7001,632451;6599,132338;4895,001719;5679,243385;7047,500378;6391,699153;6046,395883;6092,492868;6146,070145;6583,405809;5680,331728;6485,836405;SUL
CE;2306256;Itaitinga;1415,045173;1412,946384;1183,810832;1343,303833;1312,317724;1468,453218;1570,721775;1678,125753;1832,241161;2162,072853;2311,420351;2279,914871;NORDESTE
PA;1503606;Itaituba;1691,964147;1401,498824;1908,049921;2133,033717;2439,346366;2733,273103;2558,922952;2816,047027;2557,531935;2406,898985;2297,950601;2971,492832;NORTE
GO;5210802;Itajá;4486,736372;5104,904169;4514,613655;5012,456922;5058,781418;4941,488945;4788,883421;4653,511238;5201,756737;5769,972507;5591,094424;5784,495328;CENTRO-OESTE
RN;2404853;Itajá;1780,591963;2013,331559;1660,188396;1812,267027;1636,238644;1669,114448;1855,337095;1934,438249;2195,192543;2127,368748;2534,078587;3397,978311;NORDESTE
SC;4208203;Itajaí;11171,08658;11534,64172;13833,05544;17049,53124;18542,52457;21364,76395;23041,07913;22241,48998;27426,04833;30978,96093;30558,118;37071,38592;SUL
SP;3521903;Itajobi;7549,506155;6594,258517;7503,696733;7906,923407;7528,543283;6989,342344;6802,257033;7262,656085;6992,981352;6636,961212;6696,223228;7788,458875;SUDESTE
SP;3522000;Itaju;6559,047064;7161,7609;9578,797131;9225,946037;9162,573919;6733,300312;8395,940432;9655,481134;9907,092332;6918,01087;7704,199956;7510,480101;SUDESTE
BA;2915403;Itaju do Colônia;1891,471313;2026,317672;2060,26641;2067,781902;2039,758252;1991,693789;2043,445042;2055,405133;2041,853847;2028,053806;2434,591148;2513,125281;NORDESTE
MG;3132404;Itajubá;4985,140578;5884,74001;6449,98732;6367,918247;5696,073361;6244,630318;6338,901112;6594,440294;7488,043552;7475,553435;7755,397233;8308,065349;SUDESTE
BA;2915502;Itajuípe;1315,663334;1731,601549;1957,24335;2914,548687;2680,934859;2272,122475;2236,688641;2217,465881;2381,894194;2532,015816;3006,611971;3180,24639;NORDESTE
RJ;3302056;Italva;4439,479451;4135,309431;4513,055941;4266,725472;4101,063404;4273,326565;4114,071314;4252,161198;4227,879475;5470,626124;4501,309302;4261,804456;SUDESTE
PE;2607604;Itamaracá;2831,871802;2647,894541;2498,212034;2608,018177;2489,823245;2178,49301;2252,990921;2337,353217;2432,807306;2295,219483;2492,805178;2479,769061;NORDESTE
BA;2915601;Itamaraju;2247,254916;2507,423556;2400,682106;2794,071247;2745,706626;2772,019059;2781,622327;2775,979231;3059,171393;3481,549462;3657,7015;3547,510876;NORDESTE
MG;3132503;Itamarandiba;1822,276629;2282,806836;2369,830385;2222,302456;2362,917421;1990,28312;2051,539705;2089,670972;2574,568813;2598,561924;2589,701665;3265,553138;SUDESTE
AM;1301951;Itamarati;3178,425537;3538,382112;1894,396309;2799,611627;2469,620105;2401,334242;2122,592473;2374,73482;2471,681075;2192,412048;2152,661018;2868,17252;NORTE
MG;3132602;Itamarati de Minas;4809,105743;5810,28802;5512,237855;6330,28312;8109,670413;7912,567656;7824,197986;6674,013611;3216,89483;6046,203909;3586,905187;9226,093544;SUDESTE
BA;2915700;Itamari;1668,447125;1701,094018;1660,096242;2316,118234;2088,102775;2322,580873;2017,8553;2089,060064;1989,911619;1753,338964;2128,377224;2491,637215;NORDESTE
MG;3132701;Itambacuri;2144,887126;2042,597601;2103,978531;2337,032434;2305,011717;2455,594535;2466,685556;2315,43603;2668,562928;2746,121062;2788,457014;2931,617694;SUDESTE
PR;4111001;Itambaracá;4532,451359;4395,52649;3966,034768;4417,272249;6214,031223;6574,509176;4432,917681;4785,417254;4223,107095;4111,934923;4211,829877;4664,566089;SUL
BA;2915809;Itambé;1293,087239;1206,281803;1570,47786;1495,260557;1379,741522;1316,905952;1433,341185;1443,083841;1610,571879;1571,674777;1701,63951;2264,437815;NORDESTE
PE;2607653;Itambé;1688,070397;1784,731913;1754,024021;1927,972502;1944,812521;1839,432557;1890,227655;2224,155782;2152,782235;2267,069735;2357,255565;2540,913225;NORDESTE
PR;4111100;Itambé;7901,227916;6783,469592;7300,627805;8138,381639;9248,125467;9064,527151;6687,82801;6222,040776;6716,663771;6965,202409;6848,425145;6413,962479;SUL
MG;3132800;Itambé do Mato Dentro;2099,499512;2072,984532;1975,862705;2045,135946;2036,40882;2061,916113;2363,662921;2368,650931;2219,250263;2348,830531;2202,904416;2317,408465;SUDESTE
MG;3132909;Itamogi;5948,724674;4763,093768;4484,508977;3890,194055;3294,887742;4765,917352;3707,971044;5489,894846;3834,434311;5552,580228;3584,961799;5506,835284;SUDESTE
MG;3133006;Itamonte;7933,17474;6762,681152;5264,848774;3368,325392;3999,853738;4111,879392;4504,37634;5751,860961;9875,817998;11947,5234;8617,801464;8542,524154;SUDESTE
BA;2915908;Itanagra;1759,662525;2209,502969;2188,475283;1976,910048;2894,833726;1758,583451;2000,172885;2312,192682;2564,739002;2406,224673;1985,966154;2637,987228;NORDESTE
SP;3522109;Itanhaém;5444,586522;5192,57498;4680,11891;4612,625865;4270,881386;3919,429849;4020,768665;3918,393477;4400,892837;4281,095292;4556,468586;4804,980395;SUDESTE
MG;3133105;Itanhandu;5158,228334;5603,493444;6472,593813;7832,523881;8980,667151;6189,457564;8065,307894;8408,45905;8343,415102;5560,990788;5802,422822;9038,446312;SUDESTE
MT;5104542;Itanhangá;;;;;;;9591,14071;6667,322766;10560,35965;11666,71039;12376,77115;8261,591898;CENTRO-OESTE
BA;2916005;Itanhém;1717,094761;1791,013522;1963,432098;2093,691702;2249,139727;2249,643138;2461,148214;2594,040776;2629,623596;2593,698316;2608,116018;2839,479281;NORDESTE
MG;3133204;Itanhomi;2138,644171;2042,408201;1937,602607;2010,278949;2085,294527;2223,490307;2431,755218;2616,812194;2408,949769;2434,071605;2519,182737;2755,210059;SUDESTE
MG;3133303;Itaobim;1777,629208;1795,791742;1848,299873;1951,207694;2053,799551;2172,791306;2770,443104;2990,811007;3133,789199;3242,347301;3224,802959;3229,379965;SUDESTE
SP;3522158;Itaóca;2651,169242;2841,556701;2825,795535;2599,112333;2388,993484;2499,697934;2715,912936;2847,431192;2926,708286;3012,643596;3250,249913;3237,44547;SUDESTE
RJ;3302106;Itaocara;6403,206526;5975,775038;5331,192844;5034,01073;4727,308964;5038,743332;5538,252607;5801,819981;5631,800411;6775,706744;4768,223148;5029,252218;SUDESTE
GO;5210901;Itapaci;2540,193738;2613,825998;2610,678302;3091,955414;4143,157315;3999,478291;4149,922812;4437,802685;4453,794893;3648,713872;3787,541238;3798,694091;CENTRO-OESTE
CE;2306306;Itapagé;1852,63513;1971,81795;2069,551823;2458,008659;2436,384009;2532,226076;2606,153316;2337,78282;2206,262515;2583,725734;2539,14607;3899,787502;NORDESTE
MG;3133402;Itapagipe;6908,882202;7068,809374;6717,653246;6914,248054;7724,181129;7975,854584;7689,32761;7820,840568;7868,206138;7985,578192;7539,630194;8761,237222;SUDESTE
BA;2916104;Itaparica;1645,47762;1634,813919;1724,632035;3113,389461;1927,979384;1869,277072;1995,911471;2018,432003;2274,501294;2211,256642;2404,084055;2476,687639;NORDESTE
BA;2916203;Itapé;1231,268217;1255,808126;1131,3518;1269,191086;1279,957095;1253,484728;1349,64744;1329,66397;1673,10709;1681,398829;1946,057078;1950,824588;NORDESTE
BA;2916302;Itapebi;2530,586856;4416,297141;5235,905191;5169,052607;5077,440963;12267,65141;9047,918097;8523,064087;8229,048119;7914,135567;6190,776074;6913,076121;NORDESTE
MG;3133501;Itapecerica;3807,560764;4471,268906;3953,872525;3952,251487;3930,792399;3866,655936;3854,016278;3659,190131;3775,829076;3924,28305;3877,726775;4533,488605;SUDESTE
SP;3522208;Itapecerica da Serra;5721,00168;6371,811338;6018,012703;5079,365734;7209,650195;7971,724422;7568,943601;7699,493675;7882,895624;9616,655342;9562,948348;10236,04249;SUDESTE
MA;2105401;Itapecuru Mirim;1041,684105;1037,51155;1391,317826;1291,205193;1329,847442;1405,431522;1535,854907;1759,093406;1685,921047;1980,372816;1815,805269;1944,614113;NORDESTE
PR;4111209;Itapejara d'Oeste;4531,54129;4850,654692;4709,671576;6107,496169;7509,150142;7781,826387;6904,531855;6820,239315;6751,050614;7247,95499;7266,342484;7389,392838;SUL
SC;4208302;Itapema;6842,567474;7171,034109;5643,987792;5013,462999;5170,867458;5155,149016;5279,810018;5407,786023;5996,421335;6365,334192;6547,026028;6061,567207;SUL
ES;3202801;Itapemirim;4448,136179;4880,7989;3734,672371;4115,793617;4697,254559;5368,133522;5984,118076;4871,392764;10968,82799;11493,53202;7045,258334;11607,47487;SUDESTE
PR;4111258;Itaperuçu;2474,014411;2497,473065;2549,886069;2375,96184;2436,615938;2368,374046;2340,729955;2109,286185;3098,557852;3579,394135;3580,024385;3829,080153;SUL
RJ;3302205;Itaperuna;6393,640401;6413,267065;5516,740839;5292,661687;5779,195972;5748,384668;8771,522129;7840,601403;5987,207418;5914,881235;5909,498493;6556,939111;SUDESTE
PE;2607703;Itapetim;1335,509228;1307,402051;1301,271258;1435,735848;1408,237842;1394,64934;1447,181803;1610,538342;1656,316322;1546,715709;1728,305467;1907,788727;NORDESTE
BA;2916401;Itapetinga;3010,795219;3039,957796;3269,326741;3431,539976;3326,376779;3486,183615;3568,365801;3681,824589;4254,894233;4709,500466;5148,011121;5402,65909;NORDESTE
SP;3522307;Itapetininga;6730,919843;6878,697141;6761,064365;6492,000252;6561,596162;7181,565768;7132,435163;6960,633525;7565,838233;6976,221771;7024,913451;7875,862557;SUDESTE
MG;3133600;Itapeva;3875,926715;4169,38802;4346,230317;5453,184695;5730,637538;5339,681375;5457,446274;4876,901446;5295,383678;5725,849673;5826,967978;6171,080611;SUDESTE
SP;3522406;Itapeva;4389,024758;4831,224427;4869,488205;5412,607652;5458,877874;5800,651614;5389,329234;5212,967553;6209,164976;6127,805835;6029,254736;6176,299956;SUDESTE
SP;3522505;Itapevi;5331,57578;5893,73841;4783,347872;4702,626956;5134,280256;5284,330899;5587,809508;5465,065038;5514,586501;6997,391488;8534,715686;11436,57509;SUDESTE
BA;2916500;Itapicuru;1148,033997;1285,214238;1114,176768;1248,182873;1228,313436;1257,672844;1479,391349;1532,041848;1567,582261;1664,756331;1769,953043;1825,702955;NORDESTE
CE;2306405;Itapipoca;2072,538973;2281,918563;2161,351617;2153,853146;2076,624604;2254,890406;2008,603863;2233,282692;2122,508268;2277,764875;2236,864031;2408,625744;NORDESTE
SP;3522604;Itapira;7808,047639;9013,48576;8115,435234;8724,380141;9477,432732;9568,02534;10061,31675;10329,22185;10172,79568;10347,83613;10165,89127;11316,06257;SUDESTE
AM;1302009;Itapiranga;1783,919427;1360,425869;1336,455033;1629,593594;1524,502525;1513,155951;1548,292176;1968,405767;1980,589679;1931,766815;1880,46521;2968,204912;NORTE
SC;4208401;Itapiranga;7640,680228;9111,455711;12678,03026;11394,33135;12973,7449;14905,8105;13983,55994;13253,78527;12784,72167;16743,83567;15471,36451;14627,5098;SUL
GO;5211008;Itapirapuã;2919,323057;3464,823144;2939,71927;3504,359661;3484,971942;3277,923845;3169,439649;3038,166907;4662,255124;5214,25331;5314,68139;5708,981871;CENTRO-OESTE
SP;3522653;Itapirapuã Paulista;2306,861661;2637,304465;2635,513901;2781,444342;2410,982255;2523,675213;2447,033291;2455,118399;2868,885809;2906,931184;2867,006342;3047,267112;SUDESTE
TO;1710904;Itapiratins;1725,519121;1523,362064;2391,842072;2205,378001;2676,400444;2627,158242;3397,271763;3296,927943;3472,002338;5203,128721;5171,310481;4627,886069;NORTE
PE;2607752;Itapissuma;10840,06166;10346,19972;11995,46125;12663,59829;13322,36964;10948,9688;10181,49928;10528,21779;10306,70496;10663,06217;9623,03649;8999,489702;NORDESTE
BA;2916609;Itapitanga;1277,853446;1436,167567;1398,996694;1541,01743;1481,097336;1447,63497;1569,25622;1566,669293;1584,536617;1599,09245;1751,273862;1899,497733;NORDESTE
CE;2306504;Itapiúna;1322,550774;1298,375708;1127,470578;1168,830314;1205,814339;1161,595414;1285,544965;1398,352844;1509,164013;1673,182203;1483,000236;1631,591875;NORDESTE
SC;4208450;Itapoá;5293,859691;5749,462239;4209,599524;4351,652902;4459,572731;4230,212727;4369,795593;4829,397813;5659,490877;5538,740886;5740,094173;5194,900154;SUL
SP;3522703;Itápolis;7678,908011;6515,773091;10279,36374;9431,854766;8650,639571;7306,601442;7702,535567;7580,283209;8728,626961;7713,682099;7845,154434;9073,127415;SUDESTE
MS;5004502;Itaporã;6426,55404;6069,592017;6562,251891;6272,968122;7855,295276;6678,598181;4984,12382;5238,04303;6398,361495;6117,300164;5750,279731;6458,018525;CENTRO-OESTE
TO;1711100;Itaporã do Tocantins;3495,552901;3345,967026;5479,441112;5176,0799;6288,687112;5901,550479;6246,918623;7138,003205;4476,189012;4817,43851;4805,221253;5616,388746;NORTE
PB;2507002;Itaporanga;1652,62134;1647,737199;1823,848873;1951,168468;1901,191246;1794,913479;1705,395396;2036,970243;2047,882168;2215,837516;2291,45916;2459,52528;NORDESTE
SP;3522802;Itaporanga;3287,203251;3174,780976;3332,284503;3731,915291;3647,099636;3497,734969;3376,45244;3468,801544;3663,930431;3713,869376;3898,436156;4277,640394;SUDESTE
SE;2803203;Itaporanga d'Ajuda;3466,533392;3699,485674;4197,209088;4491,98989;4857,646282;5358,900879;4964,882471;5668,01505;6768,481897;8057,130519;6809,177443;6571,352732;NORDESTE
PB;2507101;Itapororoca;2111,570195;1787,827324;3187,879272;2316,972664;2641,35599;2499,650914;2444,42974;2871,534945;2695,502126;2901,822004;3048,672728;3119,973729;NORDESTE
RO;1101104;Itapuã do Oeste;3703,849232;4133,858618;3915,951925;4268,718496;4330,484342;3929,479138;4116,810902;4722,377476;5082,292243;5123,9902;4972,152924;4902,534013;NORTE
RS;4310579;Itapuca;4226,935193;4679,948843;5085,164261;4490,684566;5099,531412;4899,058424;4364,133555;5159,382068;5836,47066;5756,2581;5940,875747;6436,78177;SUL
SP;3522901;Itapuí;4512,500843;5375,318483;5903,574597;5721,31651;6200,584162;5491,380348;6086,547208;7034,931456;6747,891385;7200,199833;8136,947923;11703,08055;SUDESTE
SP;3523008;Itapura;4538,586297;5143,951464;5174,584075;6432,091607;5997,657453;6036,695759;6036,053087;5592,962973;6429,966687;5996,565545;7593,134288;8395,867612;SUDESTE
GO;5211206;Itapuranga;2402,042596;2862,576706;2982,36041;3293,248959;3067,340604;2962,820745;2860,205981;3008,027329;3991,867515;3982,365704;3702,43753;3904,901622;CENTRO-OESTE
SP;3523107;Itaquaquecetuba;3592,419164;3495,476058;3628,004145;3509,416887;3299,053029;3197,018502;3200,982595;3473,16203;3906,039654;3750,79065;3846,044559;4515,902877;SUDESTE
BA;2916708;Itaquara;1991,500899;1776,775231;1768,593168;1692,878185;1722,969588;1821,273776;1817,180593;1805,193444;1908,352311;1975,510713;2072,941427;2066,37847;NORDESTE
RS;4310603;Itaqui;8202,435674;7020,300797;7245,548703;7870,822463;8556,870361;8755,846371;7227,308803;7493,884703;8127,083126;9328,093248;10431,87841;9926,623963;SUL
MS;5004601;Itaquiraí;3987,437766;4408,697872;4199,007054;4512,965402;4766,477546;4389,337615;3449,236843;4337,653085;4458,157019;4907,428026;5219,191184;5977,474154;CENTRO-OESTE
PE;2607802;Itaquitinga;1819,148333;1788,52267;1746,029986;1840,900661;1802,494128;1653,747045;1653,431993;1932,587769;1944,54198;1974,535317;2255,933282;2687,967643;NORDESTE
ES;3202900;Itarana;4657,463388;4919,438952;3757,323974;3223,416927;3459,727662;3356,212381;3181,076725;3652,693967;4272,760017;4397,239368;4007,014389;4256,642493;SUDESTE
BA;2916807;Itarantim;1745,671029;2079,528768;1761,780619;1677,307084;1704,975371;1790,565952;1907,536265;2001,39051;1959,528902;1983,505839;2216,349028;2463,785182;NORDESTE
SP;3523206;Itararé;4145,712915;4594,749979;4839,100647;5383,997401;5369,140385;5106,376131;5248,171472;5420,310352;5600,53258;5301,372928;5174,751918;5485,304299;SUDESTE
CE;2306553;Itarema;2172,514241;2083,954686;1849,395612;1819,256643;2147,102338;2139,81289;2117,955502;2675,508614;2521,136489;2467,069561;2145,457102;2460,331597;NORDESTE
SP;3523305;Itariri;3176,61004;3465,67253;3088,479833;3658,574899;3129,48256;2713,936204;2800,548653;2654,476354;2762,849909;2736,295976;2795,815466;3039,124753;SUDESTE
GO;5211305;Itarumã;4431,566143;5002,895854;5930,458519;7550,863944;8373,09505;8257,189916;7511,633467;7206,636677;7231,83459;7654,138806;7482,083685;8114,851479;CENTRO-OESTE
RS;4310652;Itati;;;2027,905437;2172,446006;2296,509223;2827,772231;2862,603451;3347,592155;3410,647466;3267,442663;3008,431756;3614,825489;SUL
RJ;3302254;Itatiaia;14039,20656;19035,48316;18452,65375;12611,12233;9882,71928;17654,71054;12177,11007;10556,65237;9093,373446;7788,442604;8280,185047;21851,49993;SUDESTE
MG;3133709;Itatiaiuçu;5217,854168;5556,178759;5771,426609;5892,067402;7483,732233;10398,54016;10173,83765;11510,53083;12353,46877;20736,5651;10425,26351;24072,08407;SUDESTE
SP;3523404;Itatiba;11375,13754;13876,6151;12968,66467;13081,98832;13719,69;13510,34323;12892,9445;13030,09896;15578,21204;13536,70881;14274,31535;15043,53329;SUDESTE
RS;4310702;Itatiba do Sul;3043,672554;3128,938079;3428,613171;3112,824715;3841,33575;3859,777404;3903,717959;4688,332418;5312,056755;5487,652788;4467,921679;5229,211036;SUL
BA;2916856;Itatim;1173,218482;1384,690899;1749,313653;1888,276319;1986,989604;1913,682686;2307,11993;2348,87288;2500,873101;2481,600494;2726,008863;3079,021492;NORDESTE
